"","ID","test","species","sex","experiment.type","correct.cue","speed","color","side","activity.time","inactivity.time","refuge.time","getting.out.refuge.time","activity.prop","inactivity.prop","refuge.prop","first.quadrant.prop","second.quadrant.prop","third.quadrant.prop","fourth.quadrant.prop","first.cue.time","time.until.first.cue","second.cue.time","time.until.second.cue","third.cue.time","time.until.third.cue","fourth.cue.time","time.until.fourth.cue","touch.1.cue","touch.2.cues","touch.3.cues","touch.4.cues","correct.cue.time","time.until.correct.cue","total.cue.time","time.until.first.quadrant","time.until.second.quadrant","time.until.correct.quadrant","time.until.lid.exploring","times.resting","escape.time","escape.attemps","refuge.exit","refuge.enter.times","refuge.re.enter","success","success.time","eating.time","eating.times","time.until.eating","lid.exploring.time","lid.exploring.times","cut.uncut"
"1291","OC129","OC129.2","Osmia cornuta","Male","Treatment","Yellow right","2x","Yellow","Right",786816,0,NA,NA,0.8742,0,NA,0.2246,0.2815,0.0085,0.1862,26448,30084,226466,53572,NA,NA,NA,NA,30084,83656,NA,NA,226466,53572,252914,16404,53080,53080,NA,0,444714,8,NA,NA,NA,NA,NA,113184,1,630292,NA,NA,"uncut"
"1301","OC130","OC130.2","Osmia cornuta","Male","Treatment","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.3173,0.2121,0.1973,0.1259,49620,22524,68706,41636,NA,NA,NA,NA,22524,64160,NA,NA,68706,41636,118326,14396,40710,40710,NA,0,640636,4,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1311","OC131","OC131.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",781032,118968,NA,NA,0.8678,0.1322,NA,0.5518,0.0534,0.0975,0.0706,143056,84490,37218,159656,NA,NA,NA,NA,84490,244146,NA,NA,37218,159656,180274,23832,159048,159048,NA,1,414254,2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1321","OC132","OC132.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",728590,171410,NA,NA,0.8095,0.1905,NA,0.2968,0.1426,0.1317,0.3517,28936,73180,36994,145790,NA,NA,NA,NA,73180,218970,NA,NA,36994,145790,65930,3518,84796,84796,NA,2,602608,15,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1331","OC133","OC133.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",817360,0,NA,NA,0.9082,0,NA,0.1217,0.1818,0.0373,0.1186,64180,367302,392330,78392,NA,NA,NA,NA,78392,445694,NA,NA,392330,78392,456510,364198,73256,73256,NA,0,520682,13,NA,NA,NA,NA,NA,82640,1,168328,NA,NA,"uncut"
"1351","OC135","OC135.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",842678,57322,NA,NA,0.9363,0.0637,NA,0.2579,0.2749,0.2311,0.1279,65888,91338,27512,310918,NA,NA,NA,NA,91338,402256,NA,NA,65888,91338,93400,90068,219832,90068,NA,1,764510,28,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1361","OC136","OC136.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",704918,52860,NA,NA,0.7832,0.0587,NA,0.1652,0.0378,0.1316,0.1169,404164,164156,20276,187556,NA,NA,NA,NA,164156,351712,NA,NA,404164,164156,424440,104140,186310,104140,NA,1,410980,14,NA,NA,NA,NA,NA,142222,1,516954,NA,NA,"uncut"
"1371","OC137","OC137.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",9e+05,0,NA,NA,1,0,NA,0.1664,0.1444,0.1076,0.4286,38546,146774,83518,84712,NA,NA,NA,NA,84712,231486,NA,NA,38546,146774,122064,127478,83496,127478,NA,0,786906,15,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1381","OC138","OC138.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",9e+05,0,NA,NA,1,0,NA,0.434,0.191,0.1478,0.1253,41572,46162,19730,258778,NA,NA,NA,NA,46162,304940,NA,NA,41572,46162,61302,37594,30398,37594,NA,0,817724,13,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1401","OC140","OC140.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",784194,0,NA,NA,0.8713,0,NA,0.2703,0.0879,0.1032,0.1539,246850,236554,35006,131546,NA,NA,NA,NA,131546,368100,NA,NA,246850,236554,281856,140586,128506,140586,NA,0,556360,10,NA,NA,NA,NA,NA,115806,1,645884,NA,NA,"uncut"
"141","OC141","OC141.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",754820,145180,NA,NA,0.8387,0.1613,NA,0.1021,0.1089,0.2176,0.55,8300,424270,0,NA,NA,NA,NA,NA,424270,NA,NA,NA,8300,424270,8300,10964,40448,10964,NA,4,412450,12,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1421","OC142","OC142.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",821228,0,NA,NA,0.9125,0,NA,0.1797,0.1524,0.076,0.109,356452,57782,53546,108200,NA,NA,NA,NA,57782,165982,NA,NA,356452,57782,409998,48058,38470,48058,NA,0,355826,3,NA,NA,NA,NA,NA,78772,1,132616,NA,NA,"uncut"
"1431","OC143","OC143.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",787416,0,NA,NA,0.8749,0,NA,0.2544,0.1442,0.2192,0.0742,226728,30484,29728,355810,NA,NA,NA,NA,30484,386294,NA,NA,226728,30484,256456,20658,21614,20658,NA,0,647200,14,NA,NA,NA,NA,NA,112584,1,143576,NA,NA,"uncut"
"1441","OC144","OC144.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",672986,0,NA,NA,0.7478,0,NA,0.1046,0.1485,0.1216,0.0688,436040,116588,54800,19050,NA,NA,NA,NA,19050,135638,NA,NA,436040,116588,490840,113832,16848,113832,NA,0,491500,12,NA,NA,NA,NA,NA,200510,2,164994,NA,NA,"uncut"
"1451","OC145","OC145.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",735094,0,NA,NA,0.8168,0,NA,0.1641,0.1387,0.2998,0.0726,239446,241984,32750,208620,NA,NA,NA,NA,208620,450604,NA,NA,239446,241984,272196,20108,161418,20108,NA,0,592636,24,NA,NA,NA,NA,NA,164906,2,260576,NA,NA,"uncut"
"1461","OC146","OC146.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",784160,27094,NA,NA,0.8713,0.0301,NA,0.1061,0.025,0.2763,0.1575,350034,54828,2144,757318,NA,NA,NA,NA,54828,812146,NA,NA,350034,54828,352178,42570,756244,42570,NA,1,585468,22,NA,NA,NA,NA,NA,88746,1,394756,NA,NA,"uncut"
"912","OC9","OC9.3","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",878382,21618,NA,NA,0.976,0.024,NA,0.0381,0.581,0,0,0,NA,308430,263918,NA,NA,NA,NA,263918,NA,NA,NA,0,NA,308430,168030,34382,168030,NA,3,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1110","OC11","OC11.3","Osmia cornuta","Male","Treatment","Blue left","2x","Blue","Left",838882,0,NA,NA,0.9321,0,NA,0.2385,0.124,0.198,0.1519,219902,25596,22822,162824,NA,NA,NA,NA,25596,188420,NA,NA,219902,25596,242724,16072,126522,16072,NA,0,668040,4,NA,NA,NA,NA,NA,61118,3,34266,NA,NA,"uncut"
"1212","OC12","OC12.3","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",746302,0,NA,NA,0.8292,0,NA,0.1537,0.0499,0.296,0.0712,266886,40556,99596,31196,NA,NA,NA,NA,31196,71752,NA,NA,266886,40556,366482,38812,29442,38812,NA,0,525866,10,NA,NA,NA,NA,NA,135704,3,67182,NA,NA,"uncut"
"1312","OC13","OC13.3","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.1713,0.1963,0.1964,0.1358,98252,53506,158468,105274,NA,NA,NA,NA,53506,158780,NA,NA,158468,105274,256720,19668,69238,69238,NA,0,877110,24,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"148","OC14","OC14.3","Osmia cornuta","Male","Control","Blue left","2x","Blue","Left",418820,481180,NA,NA,0.4654,0.5346,NA,0.078,0.0498,0,0.024,0,NA,709004,190996,NA,NA,NA,NA,190996,NA,NA,NA,0,NA,709004,54404,128194,54404,NA,1,60250,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"152","OC15","OC15.3","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",734608,11040,NA,NA,0.8162,0.0123,NA,0.3056,0.1972,0.0685,0.1266,64932,76940,172884,91820,NA,NA,NA,NA,76940,168760,NA,NA,172884,91820,237816,52476,34028,34028,NA,2,631954,25,NA,NA,NA,NA,NA,153520,1,477948,NA,NA,"uncut"
"192","OC19","OC19.3","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",856016,43984,NA,NA,0.9511,0.0489,NA,0.2728,0.1886,0.208,0.1775,46102,143826,45802,149506,NA,NA,NA,NA,143826,293332,NA,NA,45802,149506,91904,112258,148244,148244,NA,6,514008,10,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"202","OC20","OC20.3","Osmia cornuta","Female","Treatment","Blue right","2x","Blue","Right",895788,0,NA,NA,0.9953,0,NA,0.2668,0.1152,0.1624,0.2125,169050,120178,37130,438512,NA,NA,NA,NA,120178,558690,NA,NA,37130,438512,206180,35760,56980,56980,NA,0,846520,19,NA,NA,NA,NA,NA,4212,1,450388,NA,NA,"uncut"
"212","OC21","OC21.3","Osmia cornuta","Male","Control","Yellow left","2x","Yellow","Left",710518,79420,NA,NA,0.7895,0.0882,NA,0.0833,0.1146,0.0896,0.0473,486784,157370,82060,59404,NA,NA,NA,NA,59404,216774,NA,NA,486784,157370,568844,155978,29788,155978,NA,3,368582,6,NA,NA,NA,NA,NA,110062,3,162124,NA,NA,"uncut"
"222","OC22","OC22.3","Osmia cornuta","Female","Control","Yellow left","2x","Yellow","Left",752844,0,NA,NA,0.8365,0,NA,0.3482,0.1352,0.1009,0.0627,243090,12614,68882,166778,NA,NA,NA,NA,12614,179392,NA,NA,243090,12614,311972,5730,164332,5730,NA,0,575996,8,NA,NA,NA,NA,NA,134216,5,74844,NA,NA,"uncut"
"232","OC23","OC23.3","Osmia cornuta","Male","Treatment","Blue right","2x","Blue","Right",791640,20826,NA,NA,0.8796,0.0231,NA,0.1744,0.1947,0.1279,0.2051,27510,243654,208276,41366,NA,NA,NA,NA,41366,285020,NA,NA,208276,41366,235786,174304,32322,32322,NA,1,532204,3,NA,NA,NA,NA,NA,73244,3,51842,NA,NA,"uncut"
"242","OC24","OC24.3","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",731752,28224,NA,NA,0.8131,0.0314,NA,0.1806,0.1105,0.0546,0.0344,544958,125346,2680,272536,NA,NA,NA,NA,125346,397882,NA,NA,544958,125346,547638,20820,73990,20820,NA,1,407204,19,NA,NA,NA,NA,NA,139170,1,297530,NA,NA,"uncut"
"252","OC25","OC25.3","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",838168,0,NA,NA,0.9313,0,NA,0.1749,0.116,0.1846,0.1053,4620,119032,366408,18090,NA,NA,NA,NA,18090,137122,NA,NA,366408,18090,371028,10824,6300,6300,NA,0,595540,15,NA,NA,NA,NA,NA,61832,2,25896,NA,NA,"uncut"
"262","OC26","OC26.3","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",587736,0,NA,NA,0.653,0,NA,0.1731,0.0739,0.204,0.0999,338056,162148,49250,129372,NA,NA,NA,NA,129372,291520,NA,NA,338056,162148,387306,33924,46100,33924,NA,0,462692,6,NA,NA,NA,NA,NA,310524,2,522896,NA,NA,"uncut"
"272","OC27","OC27.3","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",639318,37252,NA,NA,0.7104,0.0414,NA,0.4381,0.0655,0.0209,0,375800,44556,46980,64482,NA,NA,NA,NA,44556,109038,NA,NA,375800,44556,422780,5214,59000,5214,NA,1,52774,2,NA,NA,NA,NA,NA,223430,3,127242,NA,NA,"uncut"
"282","OC28","OC28.3","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",647112,21154,NA,NA,0.719,0.0235,NA,0.2646,0.1,0.1322,0.0814,311964,283036,17348,795732,NA,NA,NA,NA,283036,1078768,NA,NA,311964,283036,329312,52070,50272,52070,NA,1,468582,27,NA,NA,NA,NA,NA,226024,3,296692,NA,NA,"uncut"
"292","OC29","OC29.3","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",838116,10148,NA,NA,0.9312,0.0113,NA,0.3349,0.2139,0.0827,0.1026,212714,74768,11126,151234,NA,NA,NA,NA,74768,226002,NA,NA,212714,74768,223840,72848,15428,72848,NA,1,674668,29,NA,NA,NA,NA,NA,51736,4,79440,NA,NA,"uncut"
"302","OC30","OC30.3","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",824754,75246,NA,NA,0.9164,0.0836,NA,0.2138,0.4665,0.1072,0.1318,58768,83380,7386,222788,NA,NA,NA,NA,83380,306168,NA,NA,58768,83380,66154,77972,6450,77972,NA,2,629378,9,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"312","OC31","OC31.3","Osmia cornuta","Female","Control","Blue right","2x","Blue","Right",737598,24800,NA,NA,0.8196,0.0276,NA,0.156,0.2566,0.1101,0.137,15118,76754,277374,149026,NA,NA,NA,NA,76754,225780,NA,NA,277374,149026,292492,73506,49074,49074,NA,2,515566,11,NA,NA,NA,NA,NA,137602,1,498514,NA,NA,"uncut"
"322","OC32","OC32.3","Osmia cornuta","Male","Control","Blue right","2x","Blue","Right",734140,720,NA,NA,0.8157,8e-04,NA,0.1301,0.1182,0.0209,0.0787,252354,83776,296288,230478,NA,NA,NA,NA,83776,314254,NA,NA,296288,230478,548642,77504,68288,68288,NA,1,305152,6,NA,NA,NA,NA,NA,165140,2,304926,NA,NA,"uncut"
"332","OC33","OC33.3","Osmia cornuta","Female","Treatment","Blue right","2x","Blue","Right",865936,34064,NA,NA,0.9622,0.0378,NA,0.3214,0.2695,0.1231,0.0614,112080,20040,82740,36034,NA,NA,NA,NA,20040,56074,NA,NA,82740,36034,194820,7312,31384,31384,NA,2,744448,16,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"342","OC34","OC34.3","Osmia cornuta","Female","Treatment","Blue right","2x","Blue","Right",737740,162260,NA,NA,0.8197,0.1803,NA,0.1522,0.1419,0.1357,0.08,58280,73180,320814,92818,NA,NA,NA,NA,73180,165998,NA,NA,320814,92818,379094,67974,89948,89948,NA,3,650736,14,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"352","OC35","OC35.3","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",774300,45752,NA,NA,0.8603,0.0508,NA,0.2404,0.1546,0.088,0.0427,378902,52346,11548,374606,NA,NA,NA,NA,52346,426952,NA,NA,378902,52346,390450,46506,36338,46506,NA,4,491142,30,NA,NA,NA,NA,NA,79948,6,58354,NA,NA,"uncut"
"362","OC36","OC36.3","Osmia cornuta","Male","Treatment","Blue left","2x","Blue","Left",814240,0,NA,NA,0.9047,0,NA,0.2079,0.1588,0.0574,0.1897,279604,29000,62758,21360,NA,NA,NA,NA,21360,50360,NA,NA,279604,29000,342362,25926,5236,25926,NA,0,451558,10,NA,NA,NA,NA,NA,85760,8,36174,NA,NA,"uncut"
"372","OC37","OC37.3","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",856768,43232,NA,NA,0.952,0.048,NA,0.4467,0.1563,0.141,0.1459,40526,133168,10576,250062,NA,NA,NA,NA,133168,383230,NA,NA,40526,133168,51102,47950,94574,47950,NA,3,496590,8,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"382","OC38","OC38.3","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",738454,0,NA,NA,0.8205,0,NA,0.2127,0.1285,0.1323,0.1796,277334,46768,10274,281692,NA,NA,NA,NA,46768,328460,NA,NA,277334,46768,287608,42810,243650,42810,NA,0,573250,20,NA,NA,NA,NA,NA,161546,2,50554,NA,NA,"uncut"
"392","OC39","OC39.3","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",784932,0,NA,NA,0.8721,0,NA,0.2232,0.1399,0.1905,0.2208,176998,110356,14080,154708,NA,NA,NA,NA,110356,265064,NA,NA,176998,110356,191078,58320,96194,58320,NA,0,711004,25,NA,NA,NA,NA,NA,115068,1,238054,NA,NA,"uncut"
"402","OC40","OC40.3","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",745264,17804,NA,NA,0.8281,0.0198,NA,0.245,0.0419,0.0762,0.0805,456962,38722,11816,304176,NA,NA,NA,NA,38722,342898,NA,NA,456962,38722,468778,32054,245816,32054,NA,1,367366,2,NA,NA,NA,NA,NA,100600,4,56368,NA,NA,"uncut"
"422","OC42","OC42.3","Osmia cornuta","Male","Control","Blue left","2x","Blue","Left",663798,37184,NA,NA,0.7376,0.0413,NA,0.0358,0.2406,0.0266,0,434786,83546,183050,12764,NA,NA,NA,NA,12764,96310,NA,NA,434786,83546,617836,81172,9370,81172,NA,1,104958,2,NA,NA,NA,NA,NA,199018,3,106654,NA,NA,"uncut"
"432","OC43","OC43.3","Osmia cornuta","Male","Control","Blue left","2x","Blue","Left",9e+05,0,NA,NA,1,0,NA,0.2102,0.2424,0.2306,0.1338,34834,327784,107696,24442,NA,NA,NA,NA,24442,352226,NA,NA,34834,327784,142530,87916,22212,87916,NA,0,857320,14,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"442","OC44","OC44.3","Osmia cornuta","Male","Treatment","Yellow right","2x","Yellow","Right",806258,0,NA,NA,0.8958,0,NA,0.0954,0.2291,0.1008,0.1477,61898,160806,315870,35178,NA,NA,NA,NA,35178,195984,NA,NA,315870,35178,377768,158326,6510,6510,NA,0,388044,18,NA,NA,NA,NA,NA,93742,7,37568,NA,NA,"uncut"
"452","OC45","OC45.3","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",824964,0,NA,NA,0.9166,0,NA,0.0562,0.1081,0.0013,0.0272,43226,7562,677106,58598,NA,NA,NA,NA,7562,66160,NA,NA,677106,58598,720332,6096,55924,55924,NA,0,714698,11,NA,NA,NA,NA,NA,75036,2,80262,NA,NA,"uncut"
"462","OC46","OC46.3","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",167280,732720,NA,NA,0.1859,0.8141,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"472","OC47","OC47.3","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.1201,0.4254,0.2348,0.0462,24998,27780,118534,147826,NA,NA,NA,NA,27780,175606,NA,NA,118534,147826,143532,20456,137100,137100,NA,0,812228,5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"482","OC48","OC48.3","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",768592,0,NA,NA,0.854,0,NA,0.2465,0.2111,0.1223,0.0242,221872,119066,123710,35156,NA,NA,NA,NA,35156,154222,NA,NA,221872,119066,345582,116324,10708,116324,NA,0,594654,25,NA,NA,NA,NA,NA,131408,4,125412,NA,NA,"uncut"
"492","OC49","OC49.3","Osmia cornuta","Male","Control","Blue left","2x","Blue","Left",829262,0,NA,NA,0.9214,0,NA,0.1253,0.234,0.0292,0.0508,329532,56048,164784,43440,NA,NA,NA,NA,43440,99488,NA,NA,329532,56048,494316,53536,27566,53536,NA,0,523614,9,NA,NA,NA,NA,NA,70738,5,62210,NA,NA,"uncut"
"502","OC50","OC50.3","Osmia cornuta","Male","Control","Blue left","2x","Blue","Left",827698,0,NA,NA,0.9197,0,NA,0.0277,0.2127,0,0.0029,445140,58922,228114,22922,NA,NA,NA,NA,22922,81844,NA,NA,445140,58922,673254,52860,10362,52860,NA,0,431092,3,NA,NA,NA,NA,NA,72302,1,68316,NA,NA,"uncut"
"512","OC51","OC51.3","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",810774,0,NA,NA,0.9009,0,NA,0.1808,0.0545,0.1533,0.0299,502618,19862,11122,138438,NA,NA,NA,NA,19862,158300,NA,NA,502618,19862,513740,14518,137014,14518,NA,0,380386,6,NA,NA,NA,NA,NA,89226,9,28388,NA,NA,"uncut"
"522","OC52","OC52.3","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",349124,0,NA,NA,0.3879,0,NA,0.0771,0.0256,0.0467,0.0476,710510,27994,2518,777128,NA,NA,NA,NA,27994,805122,NA,NA,710510,27994,713028,24024,774428,24024,NA,0,177834,6,NA,NA,NA,NA,NA,550876,2,52968,NA,NA,"uncut"
"532","OC53","OC53.3","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",758718,0,NA,NA,0.843,0,NA,0.135,0.1415,0.0357,0.1086,499770,61172,14680,386752,NA,NA,NA,NA,61172,447924,NA,NA,499770,61172,514450,6858,383670,6858,NA,0,308846,7,NA,NA,NA,NA,NA,141282,2,70026,NA,NA,"uncut"
"542","OC54","OC54.3","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",741442,0,NA,NA,0.8238,0,NA,0.1999,0.0882,0.1694,0.1064,331504,85378,45040,833060,NA,NA,NA,NA,85378,918438,NA,NA,331504,85378,376544,20578,66724,20578,NA,0,497294,15,NA,NA,NA,NA,NA,158558,3,269332,NA,NA,"uncut"
"562","OC56","OC56.3","Osmia cornuta","Male","Control","Yellow left","2x","Yellow","Left",748222,0,NA,NA,0.8314,0,NA,0.1506,0.1653,0.0984,0.0461,421608,201686,43632,22676,NA,NA,NA,NA,22676,224362,NA,NA,421608,201686,465240,108036,20470,108036,NA,0,468498,5,NA,NA,NA,NA,NA,151778,2,210966,NA,NA,"uncut"
"572","OC57","OC57.3","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",779218,0,NA,NA,0.8658,0,NA,0.3393,0.0847,0.0688,0.1143,329244,40700,13434,104128,NA,NA,NA,NA,40700,144828,NA,NA,329244,40700,342678,11040,20624,11040,NA,0,319348,7,NA,NA,NA,NA,NA,120782,2,152500,NA,NA,"uncut"
"582","OC58","OC58.3","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",771698,0,NA,NA,0.8574,0,NA,0.1537,0.2026,0.0977,0.1204,321732,15234,55668,154698,NA,NA,NA,NA,15234,169932,NA,NA,321732,15234,377400,11442,149460,11442,NA,0,414652,11,NA,NA,NA,NA,NA,128302,1,196210,NA,NA,"uncut"
"592","OC59","OC59.3","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",769190,0,NA,NA,0.8547,0,NA,0.1012,0.1828,0.2268,0.1343,285814,27766,23998,236328,NA,NA,NA,NA,27766,264094,NA,NA,285814,27766,309812,25034,66194,25034,NA,0,447182,8,NA,NA,NA,NA,NA,130810,4,323794,NA,NA,"uncut"
"602","OC60","OC60.3","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",9e+05,0,NA,NA,1,0,NA,0.2462,0.3243,0.1031,0.2505,22462,134622,24120,170814,NA,NA,NA,NA,134622,305436,NA,NA,22462,134622,46582,85056,82398,85056,NA,0,749490,11,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"612","OC61","OC61.3","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",698252,19346,NA,NA,0.7758,0.0215,NA,0.0738,0.1398,0.0768,0.1185,7806,399096,508834,51416,NA,NA,NA,NA,51416,450512,NA,NA,508834,51416,516640,397096,45702,45702,NA,1,465098,9,NA,NA,NA,NA,NA,182402,2,66296,NA,NA,"uncut"
"622","OC62","OC62.3","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",762068,0,NA,NA,0.8467,0,NA,0.0781,0.1583,0.0393,0.0391,51242,24068,547296,46104,NA,NA,NA,NA,24068,70172,NA,NA,547296,46104,598538,19758,18250,18250,NA,0,569164,3,NA,NA,NA,NA,NA,137932,1,150614,NA,NA,"uncut"
"632","OC63","OC63.3","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",650256,84656,NA,NA,0.7225,0.0941,NA,0.2392,0.1029,0.0324,0.1436,25998,8364,403604,128312,NA,NA,NA,NA,8364,136676,NA,NA,403604,128312,429602,4058,33964,33964,NA,2,278020,7,NA,NA,NA,NA,NA,165088,2,148492,NA,NA,"uncut"
"642","OC64","OC64.3","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.3225,0.2021,0.269,0.1279,33932,330642,24976,158994,NA,NA,NA,NA,158994,489636,NA,NA,24976,158994,58908,237618,155138,155138,NA,0,876670,10,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"652","OC65","OC65.3","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.1318,0.0941,0.6633,0.0455,12642,821512,16288,768504,NA,NA,NA,NA,768504,1590016,NA,NA,16288,768504,28930,667798,698232,698232,NA,0,807864,5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"702","OC70","OC70.3","Osmia cornuta","Female","Treatment","Blue right","2x","Blue","Right",898396,1604,NA,NA,0.9982,0.0018,NA,0.2283,0.2066,0.0564,0.1119,234016,24662,110882,52060,NA,NA,NA,NA,24662,76722,NA,NA,110882,52060,344898,22668,50906,50906,NA,1,617666,10,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"712","OC71","OC71.3","Osmia cornuta","Female","Treatment","Blue right","2x","Blue","Right",837602,4822,NA,NA,0.9307,0.0054,NA,0.2448,0.1662,0.1621,0.1316,44776,71632,214392,82810,NA,NA,NA,NA,71632,154442,NA,NA,214392,82810,259168,68812,23900,23900,NA,2,595156,12,NA,NA,NA,NA,NA,57576,1,531412,NA,NA,"uncut"
"732","OC73","OC73.3","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",808698,0,NA,NA,0.8986,0,NA,0.1611,0.1246,0.1337,0.1025,288424,27020,120094,206106,NA,NA,NA,NA,27020,233126,NA,NA,288424,27020,408518,22914,21788,22914,NA,0,529722,12,NA,NA,NA,NA,NA,91302,4,41878,NA,NA,"uncut"
"742","OC74","OC74.3","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",725404,27546,NA,NA,0.806,0.0306,NA,0.2176,0.1073,0.08,0.0538,444664,11476,38454,27658,NA,NA,NA,NA,11476,39134,NA,NA,444664,11476,483118,3964,24946,3964,NA,1,184420,3,NA,NA,NA,NA,NA,147050,1,224940,NA,NA,"uncut"
"752","OC75","OC75.3","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",9e+05,0,NA,NA,1,0,NA,0.2406,0.2668,0.1591,0.1319,128562,52486,47594,10656,NA,NA,NA,NA,10656,63142,NA,NA,128562,52486,176156,49262,5258,49262,NA,0,875034,10,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"772","OC77","OC77.3","Osmia cornuta","Male","Control","Blue left","2x","Blue","Left",138200,11666,NA,NA,0.5857,0.0494,NA,0.0052,0.0616,0,0,189824,46134,0,NA,NA,NA,NA,NA,46134,NA,NA,NA,189824,46134,189824,44904,30364,44904,NA,1,0,0,NA,NA,NA,NA,NA,86092,2,74446,NA,NA,"uncut"
