"","ID","test","species","sex","experiment.type","correct.cue","speed","color","side","activity.time","inactivity.time","refuge.time","getting.out.refuge.time","activity.prop","inactivity.prop","refuge.prop","first.quadrant.prop","second.quadrant.prop","third.quadrant.prop","fourth.quadrant.prop","first.cue.time","time.until.first.cue","second.cue.time","time.until.second.cue","third.cue.time","time.until.third.cue","fourth.cue.time","time.until.fourth.cue","touch.1.cue","touch.2.cues","touch.3.cues","touch.4.cues","correct.cue.time","time.until.correct.cue","total.cue.time","time.until.first.quadrant","time.until.second.quadrant","time.until.correct.quadrant","time.until.lid.exploring","times.resting","escape.time","escape.attemps","refuge.exit","refuge.enter.times","refuge.re.enter","success","success.time","eating.time","eating.times","time.until.eating","lid.exploring.time","lid.exploring.times","cut.uncut"
"461","OC46","OC46.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0,0.5402,0,0.0834,0,NA,323468,115306,NA,NA,NA,NA,115306,NA,NA,NA,323468,115306,323468,NA,37740,37740,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"471","OC47","OC47.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.3489,0.195,0.1563,0.1626,52880,35358,41636,170694,NA,NA,NA,NA,35358,206052,NA,NA,41636,170694,94516,29004,165122,165122,NA,0,848776,7,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"481","OC48","OC48.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",518428,33934,NA,NA,0.576,0.0377,NA,0,0.037,0.0035,0.0806,0,NA,785132,82314,NA,NA,NA,NA,82314,NA,NA,NA,785132,82314,785132,NA,81608,81608,NA,3,68580,2,NA,NA,NA,NA,NA,347638,5,100110,NA,NA,"uncut"
"491","OC49","OC49.2","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",740252,8982,NA,NA,0.8225,0.01,NA,0.1652,0.2552,0.1171,0.0168,61060,34712,330588,43726,NA,NA,NA,NA,34712,78438,NA,NA,330588,43726,391648,16022,37700,37700,NA,1,515120,16,NA,NA,NA,NA,NA,150766,2,47126,NA,NA,"uncut"
"501","OC50","OC50.2","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",691418,0,NA,NA,0.7682,0,NA,0.1066,0.0236,0.0422,0.2308,202614,65196,315954,584046,NA,NA,NA,NA,65196,649242,NA,NA,315954,584046,518568,59192,143002,143002,NA,0,302024,2,NA,NA,NA,NA,NA,208582,1,592186,NA,NA,"uncut"
"511","OC51","OC51.2","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",720350,18728,NA,NA,0.8004,0.0208,NA,0.1057,0.1087,0.0485,0.121,514320,53824,15538,41702,NA,NA,NA,NA,41702,95526,NA,NA,514320,53824,529858,50300,36426,50300,NA,2,489734,5,NA,NA,NA,NA,NA,160922,2,62916,NA,NA,"uncut"
"521","OC52","OC52.2","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",475710,168544,NA,NA,0.5286,0.1873,NA,0.1769,0.0621,0.0579,0.1067,346256,187868,12062,471244,NA,NA,NA,NA,187868,659112,NA,NA,346256,187868,358318,183276,468986,183276,NA,1,360884,12,NA,NA,NA,NA,NA,247216,2,199834,NA,NA,"uncut"
"531","OC53","OC53.2","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",789132,0,NA,NA,0.8768,0,NA,0.218,0.1518,0.1246,0.0775,361668,55358,11202,381662,NA,NA,NA,NA,55358,437020,NA,NA,361668,55358,372870,31262,23070,31262,NA,0,552142,18,NA,NA,NA,NA,NA,110868,3,121452,NA,NA,"uncut"
"541","OC54","OC54.2","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",0,9e+05,NA,NA,0,1,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"561","OC56","OC56.2","Osmia cornuta","Male","Control","Yellow left","2x","Yellow","Left",248174,0,NA,NA,0.2757,0,NA,0.1423,0.1135,0.0309,0.0015,625878,27612,6386,10254,NA,NA,NA,NA,10254,37866,NA,NA,625878,27612,632264,25804,8268,25804,NA,0,99600,2,NA,NA,NA,NA,NA,616706,2,116140,NA,NA,"uncut"
"571","OC57","OC57.2","Osmia cornuta","Female","Control","Yellow left","2x","Yellow","Left",769880,12200,NA,NA,0.8554,0.0136,NA,0.1303,0.1358,0.1316,0.1125,283850,88808,134982,326756,NA,NA,NA,NA,88808,415564,NA,NA,283850,88808,418832,50270,46606,50270,NA,1,447748,6,NA,NA,NA,NA,NA,117920,2,157244,NA,NA,"uncut"
"581","OC58","OC58.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",680318,0,NA,NA,0.7559,0,NA,0.2554,0.0445,0.1048,0.0134,461538,17866,57170,680476,NA,NA,NA,NA,17866,698342,NA,NA,461538,17866,518708,16396,4860,16396,NA,0,275700,3,NA,NA,NA,NA,NA,219682,2,52860,NA,NA,"uncut"
"591","OC59","OC59.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",775894,0,NA,NA,0.8621,0,NA,0.19,0.1522,0.2243,0.239,148838,117446,19618,40364,NA,NA,NA,NA,40364,157810,NA,NA,148838,117446,168456,46734,38060,46734,NA,0,748556,16,NA,NA,NA,NA,NA,124106,1,775894,NA,NA,"uncut"
"601","OC60","OC60.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",9e+05,0,NA,NA,1,0,NA,0.3677,0.2437,0.1481,0.0978,78480,66734,42058,282812,NA,NA,NA,NA,66734,349546,NA,NA,78480,66734,120538,34830,93210,34830,NA,0,767592,12,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"611","OC61","OC61.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",663558,235342,NA,NA,0.7373,0.2615,NA,0.5355,0.1331,0.1658,0.0503,36746,44322,40868,27906,NA,NA,NA,NA,27906,72228,NA,NA,36746,44322,77614,42522,26082,42522,NA,2,622302,10,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"621","OC62","OC62.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",660932,0,NA,NA,0.7344,0,NA,0.2338,0.1658,0.0713,0.0934,346040,41844,39236,194982,NA,NA,NA,NA,41844,236826,NA,NA,346040,41844,385276,6890,135894,6890,NA,0,480866,5,NA,NA,NA,NA,NA,239068,2,633166,NA,NA,"uncut"
"631","OC63","OC63.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",870886,29114,NA,NA,0.9677,0.0323,NA,0.2573,0.1725,0.1571,0.2084,75250,158030,53378,104614,NA,NA,NA,NA,104614,262644,NA,NA,75250,158030,128628,70872,55668,70872,NA,1,703410,19,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"641","OC64","OC64.2","Osmia cornute","Female","Control","Blue left","2x","Blue","Left",9e+05,0,NA,NA,1,0,NA,0.2894,0.3351,0.0964,0.2106,19924,221086,35986,57674,NA,NA,NA,NA,57674,278760,NA,NA,19924,221086,55910,159102,48666,159102,NA,0,880102,9,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"651","OC65","OC65.2","Osmia cornuta","Male","Control","Blue left","2x","Blue","Left",9e+05,0,NA,NA,1,0,NA,0.3627,0.1778,0.1509,0,162324,144312,82226,588592,NA,NA,NA,NA,144312,732904,NA,NA,162324,144312,244550,33258,347984,33258,NA,0,714024,6,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"671","OC67","OC67.2","Osmia cornuta","Male","Treatment","Blue right","2x","Blue","Right",9e+05,0,NA,NA,1,0,NA,0.2565,0.2542,0.2586,0.1756,24638,70480,4688,751746,NA,NA,NA,NA,70480,822226,NA,NA,4688,751746,29326,24400,33696,33696,NA,0,818928,24,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"701","OC70","OC70.2","Osmia cornuta","Female","Treatment","Blue right","2x","Blue","Right",760502,139498,NA,NA,0.845,0.155,NA,0.1899,0.3641,0.2704,0.0072,31802,196290,108728,50728,NA,NA,NA,NA,50728,247018,NA,NA,108728,50728,140530,193864,10932,10932,NA,1,604166,7,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"711","OC71","OC71.2","Osmia cornuta","Female","Treatment","Blue right","2x","Blue","Right",607832,135006,NA,NA,0.6754,0.15,NA,0.1832,0.2071,0.0866,0.1056,141770,21778,212968,241442,NA,NA,NA,NA,21778,263220,NA,NA,212968,241442,354738,21064,213666,213666,NA,1,512540,17,NA,NA,NA,NA,NA,156230,2,298818,NA,NA,"uncut"
"731","OC73","OC73.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",670626,0,NA,NA,0.7451,0,NA,0.1995,0.1114,0.1081,0.1009,374104,17438,54626,6520,NA,NA,NA,NA,6520,23958,NA,NA,374104,17438,428730,14772,3312,14772,NA,0,453558,21,NA,NA,NA,NA,NA,229374,4,21820,NA,NA,"uncut"
"741","OC74","OC74.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",709490,0,NA,NA,0.7883,0,NA,0.212,0.0544,0.1627,0.0615,403158,4760,52908,35416,NA,NA,NA,NA,4760,40176,NA,NA,403158,4760,456066,2278,30488,2278,NA,0,341114,3,NA,NA,NA,NA,NA,190510,1,98954,NA,NA,"uncut"
"751","OC75","OC75.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",685092,214908,NA,NA,0.7612,0.2388,NA,0.27,0.0501,0.4296,0.0121,168480,227420,0,NA,NA,NA,NA,NA,227420,NA,NA,NA,168480,227420,168480,131430,173588,131430,NA,2,237152,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"771","OC77","OC77.2","Osmia cornuta","Male","Control","Blue left","2x","Blue","Left",732490,4314,NA,NA,0.8139,0.0048,NA,0.0781,0.2899,0.0522,0.0707,410956,83782,29932,565496,NA,NA,NA,NA,83782,649278,NA,NA,410956,83782,440888,66778,17306,66778,NA,1,433288,13,NA,NA,NA,NA,NA,163196,2,109424,NA,NA,"uncut"
"781","OC78","OC78.2","Osmia cornuta","Male","Treatment","Blue left","2x","Blue","Left",515800,0,NA,NA,0.5731,0,NA,0.1249,0.0734,0.0205,0,677098,73496,4658,866664,NA,NA,NA,NA,73496,940160,NA,NA,677098,73496,681756,24272,812104,24272,NA,0,0,0,NA,NA,NA,NA,NA,384200,1,93252,NA,NA,"uncut"
"791","OC79","OC79.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",715342,0,NA,NA,0.7948,0,NA,0.1924,0.1898,0.1529,0.1094,33074,53032,252122,84230,NA,NA,NA,NA,53032,137262,NA,NA,252122,84230,285196,35494,34726,34726,NA,0,657554,9,NA,NA,NA,NA,NA,184658,1,677768,NA,NA,"uncut"
"811","OC81","OC81.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.082,0.3032,0.2268,0.3153,4688,416844,47342,59292,NA,NA,NA,NA,59292,476136,NA,NA,47342,59292,52030,160508,57994,57994,NA,0,871878,15,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"821","OC82","OC82.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",818440,81560,NA,NA,0.9094,0.0906,NA,0.1805,0.1548,0.3332,0.2121,79762,3784,25294,64360,NA,NA,NA,NA,3784,68144,NA,NA,25294,64360,105056,2440,61670,61670,NA,1,808848,16,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"831","OC83","OC83.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",674992,0,NA,NA,0.75,0,NA,0.1881,0.07,0.0476,0.0381,160096,363460,423470,29972,NA,NA,NA,NA,29972,393432,NA,NA,423470,29972,583566,7012,28020,28020,NA,0,489244,3,NA,NA,NA,NA,NA,225008,1,48724,NA,NA,"uncut"
"841","OC84","OC84.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",770508,0,NA,NA,0.8561,0,NA,0.1031,0.1988,0.0865,0.108,13022,53512,434440,81256,NA,NA,NA,NA,53512,134768,NA,NA,434440,81256,447462,49432,47784,47784,NA,0,458584,8,NA,NA,NA,NA,NA,129492,2,210088,NA,NA,"uncut"
"851","OC85","OC85.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.2357,0.4096,0.1441,0.1557,30512,230774,14032,403302,NA,NA,NA,NA,230774,634076,NA,NA,14032,403302,44544,87990,4918,4918,NA,0,851914,11,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"861","OC86","OC86.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.1817,0.2461,0.2807,0.1887,41582,131962,28212,60010,NA,NA,NA,NA,60010,191972,NA,NA,28212,60010,69794,75786,58010,58010,NA,0,857974,24,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"881","OC88","OC88.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",726904,0,NA,NA,0.8077,0,NA,0.1009,0.1485,0.1641,0.0704,55414,379230,375948,69738,NA,NA,NA,NA,69738,448968,NA,NA,375948,69738,431362,374406,60370,60370,NA,0,488580,10,NA,NA,NA,NA,NA,173096,1,82746,NA,NA,"uncut"
"891","OC89","OC89.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",725002,21542,NA,NA,0.8056,0.0239,NA,0.0527,0.2699,0.1112,0.0967,16092,176248,394462,121054,NA,NA,NA,NA,121054,297302,NA,NA,394462,121054,410554,12108,22730,22730,NA,1,433080,10,NA,NA,NA,NA,NA,153456,1,511478,NA,NA,"uncut"
"901","OC90","OC90.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",653376,1904,NA,NA,0.726,0.0021,NA,0.0941,0.0928,0.0081,0.0351,11072,342128,676964,20034,NA,NA,NA,NA,20034,362162,NA,NA,676964,20034,688036,4880,16208,16208,NA,1,264848,1,NA,NA,NA,NA,NA,244720,3,25552,NA,NA,"uncut"
"911","OC91","OC91.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.3549,0.2236,0.1433,0.1906,41696,45336,23310,62178,NA,NA,NA,NA,45336,107514,NA,NA,23310,62178,65006,13844,58780,58780,NA,0,848696,14,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"921","OC92","OC92.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",630648,269352,NA,NA,0.7007,0.2993,NA,0.5201,0.0424,0.4076,0,8518,23344,9296,101456,NA,NA,NA,NA,23344,124800,NA,NA,8518,23344,17814,9108,86598,9108,NA,2,164596,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"931","OC93","OC93.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",802672,0,NA,NA,0.8919,0,NA,0.2989,0.1134,0.1275,0.0444,351646,36084,18592,118340,NA,NA,NA,NA,36084,154424,NA,NA,351646,36084,370238,16724,104612,16724,NA,0,693804,9,NA,NA,NA,NA,NA,97328,1,305284,NA,NA,"uncut"
"941","OC94","OC94.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",9e+05,0,NA,NA,1,0,NA,0.4462,0.2442,0.0513,0.1344,64916,29250,37554,171876,NA,NA,NA,NA,29250,201126,NA,NA,64916,29250,102470,8962,93412,8962,NA,0,694494,5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"961","OC96","OC96.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",830784,69216,NA,NA,0.9231,0.0769,NA,0.3698,0.1703,0.1169,0.1899,109504,66804,18210,562498,NA,NA,NA,NA,66804,629302,NA,NA,109504,66804,127714,10098,49684,10098,NA,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"971","OC97","OC97.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",9e+05,0,NA,NA,1,0,NA,0.2106,0.1992,0.2469,0.1625,109414,51266,6898,429394,NA,NA,NA,NA,51266,480660,NA,NA,109414,51266,116312,46386,354884,46386,NA,0,742110,8,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"981","OC98","OC98.2","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",541962,358038,NA,NA,0.6022,0.3978,NA,0.2256,0.0253,0.3418,0.0461,164374,735626,0,NA,NA,NA,NA,NA,735626,NA,NA,NA,164374,735626,164374,486794,704682,486794,NA,3,282048,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"991","OC99","OC99.2","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",211068,688932,NA,NA,0.2345,0.7655,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,4,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1011","OC101","OC101.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",9e+05,0,NA,NA,1,0,NA,0.3357,0.0876,0.3121,0.2159,17602,46756,17386,40906,NA,NA,NA,NA,40906,87662,NA,NA,17602,46756,34988,45958,38476,45958,NA,0,845934,10,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1021","OC102","OC102.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",594822,305178,NA,NA,0.6609,0.3391,NA,0.5352,0.2702,0.1177,0.0159,5848,516698,35000,149092,NA,NA,NA,NA,149092,665790,NA,NA,5848,516698,40848,31728,136682,31728,NA,2,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1031","OC103","OC103.2","Osmia cornuta","Male","Treatment","Blue left","2x","Blue","Left",806426,0,NA,NA,0.896,0,NA,0.2441,0.0891,0.1095,0.2116,293922,80432,12822,51456,NA,NA,NA,NA,51456,131888,NA,NA,293922,80432,306744,27246,49776,27246,NA,0,722224,29,NA,NA,NA,NA,NA,93574,2,89482,NA,NA,"uncut"
"1041","OC104","OC104.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",745460,17264,NA,NA,0.8283,0.0192,NA,0.1778,0.1679,0.1466,0.1267,16160,240372,319636,97872,NA,NA,NA,NA,97872,338244,NA,NA,319636,97872,335796,14466,9112,9112,NA,1,525528,7,NA,NA,NA,NA,NA,137276,3,520654,NA,NA,"uncut"
"1051","OC105","OC105.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.3082,0.3484,0.1517,0.1069,19394,93688,54368,3186,NA,NA,NA,NA,3186,96874,NA,NA,54368,3186,73762,67556,2550,2550,NA,0,886288,19,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1061","OC106","OC106.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",607508,0,NA,NA,0.675,0,NA,0.2655,0.1499,0.1651,0.1088,243238,80196,32168,188308,NA,NA,NA,NA,80196,268504,NA,NA,243238,80196,275406,51890,4116,51890,NA,0,577314,4,NA,NA,NA,NA,NA,193438,1,607508,NA,NA,"uncut"
"1071","OC107","OC107.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",9e+05,0,NA,NA,1,0,NA,0.2095,0.2018,0.3327,0.1282,19930,83564,90042,93454,NA,NA,NA,NA,83564,177018,NA,NA,19930,83564,109972,80046,89534,80046,NA,0,882018,12,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1081","OC108","OC108.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",9e+05,0,NA,NA,1,0,NA,0.2728,0.2165,0.1966,0.1845,52690,38258,50880,59702,NA,NA,NA,NA,38258,97960,NA,NA,52690,38258,103570,36270,17072,36270,NA,0,326408,8,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1091","OC109","OC109.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",9e+05,0,NA,NA,1,0,NA,0.245,0.2251,0.2209,0.0744,166926,16924,28834,94156,NA,NA,NA,NA,16924,111080,NA,NA,166926,16924,195760,15338,76078,15338,NA,0,798374,5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1101","OC110","OC110.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",425726,0,NA,NA,0.473,0,NA,0.0587,0.0583,0.0479,0.0493,664366,36434,8368,292366,NA,NA,NA,NA,36434,328800,NA,NA,664366,36434,672734,34444,289998,34444,NA,0,98912,1,NA,NA,NA,NA,NA,404930,3,38350,NA,NA,"uncut"
"1111","OC111","OC111.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",342208,0,NA,NA,0.3802,0,NA,0.0446,0.0965,0.034,0.0276,9888,367656,704846,6000,NA,NA,NA,NA,6000,373656,NA,NA,704846,6000,714734,364008,2902,2902,NA,0,222706,4,NA,NA,NA,NA,NA,299816,2,14000,NA,NA,"uncut"
"1121","OC112","OC112.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.2591,0.283,0.2208,0.1455,24962,105034,51890,8922,NA,NA,NA,NA,8922,113956,NA,NA,51890,8922,76852,104060,5514,5514,NA,0,886388,14,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1131","OC113","OC113.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",718480,0,NA,NA,0.7983,0,NA,0.1028,0.223,0.0296,0.0205,66090,41438,486698,31354,NA,NA,NA,NA,31354,72792,NA,NA,486698,31354,552788,38954,27436,27436,NA,0,292130,7,NA,NA,NA,NA,NA,181520,2,99752,NA,NA,"uncut"
"1141","OC114","OC114.2","Osmia cornuta","Male","Treatment","Yellow right","2x","Yellow","Right",828048,0,NA,NA,0.9201,0,NA,0.2994,0.1449,0.1621,0.1656,12752,29272,183138,49512,NA,NA,NA,NA,29272,78784,NA,NA,183138,49512,195890,26744,47768,47768,NA,0,700456,11,NA,NA,NA,NA,NA,71952,1,519160,NA,NA,"uncut"
"1151","OC115","OC115.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",741358,1008,NA,NA,0.8237,0.0011,NA,0.2756,0.1745,0.045,0.0492,34866,55422,359696,129102,NA,NA,NA,NA,55422,184524,NA,NA,359696,129102,394562,52398,127998,127998,NA,1,527794,15,NA,NA,NA,NA,NA,157634,1,135630,NA,NA,"uncut"
"1161","OC116","OC116.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",854430,45570,NA,NA,0.9494,0.0506,NA,0.327,0.3045,0.0568,0.0743,75546,101050,51692,91496,NA,NA,NA,NA,91496,192546,NA,NA,51692,91496,127238,100008,86460,86460,NA,1,766082,16,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1171","OC117","OC117.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",834018,65982,NA,NA,0.9267,0.0733,NA,0.3455,0.2004,0.2084,0.0367,44362,82676,69286,190930,NA,NA,NA,NA,82676,273606,NA,NA,69286,190930,113648,74456,188304,188304,NA,1,786274,11,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1181","OC118","OC118.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.2437,0.2199,0.1902,0.1267,43554,122088,147266,27830,NA,NA,NA,NA,27830,149918,NA,NA,147266,27830,190820,77526,6756,6756,NA,0,861736,33,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1191","OC119","OC119.2","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.2375,0.3081,0.1205,0.1714,42240,79252,95416,20770,NA,NA,NA,NA,20770,100022,NA,NA,95416,20770,137656,78230,14418,14418,NA,0,824650,8,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1201","OC120","OC120.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",9e+05,0,NA,NA,1,0,NA,0.1749,0.2597,0.1832,0.2338,46410,42666,70498,72106,NA,NA,NA,NA,42666,114772,NA,NA,46410,42666,116908,28924,37022,28924,NA,0,822536,9,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1211","OC121","OC121.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",9e+05,0,NA,NA,1,0,NA,0.2715,0.2998,0.1072,0.1857,37938,67356,42818,55004,NA,NA,NA,NA,55004,122360,NA,NA,37938,67356,80756,41456,49668,41456,NA,0,817456,11,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1221","OC122","OC122.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",362594,537406,NA,NA,0.4029,0.5971,NA,0.0536,0.1518,0.0759,0.6586,19376,271188,14516,97666,NA,NA,NA,NA,97666,368854,NA,NA,14516,97666,33892,88548,92450,92450,NA,2,274272,3,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1231","OC123","OC123.2","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.187,0.2042,0.3161,0.2046,20572,137952,49472,98114,NA,NA,NA,NA,98114,236066,NA,NA,49472,98114,70044,18834,9298,9298,NA,0,846924,13,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1241","OC124","OC124.2","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.2056,0.161,0.1898,0.1804,174882,85030,58128,24230,NA,NA,NA,NA,24230,109260,NA,NA,58128,24230,233010,83318,18182,18182,NA,0,828298,6,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1251","OC125","OC125.2","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",9e+05,0,NA,NA,1,0,NA,0.3514,0.1804,0.1408,0.149,75420,44614,67908,143436,NA,NA,NA,NA,44614,188050,NA,NA,67908,143436,143328,17246,39104,39104,NA,0,804008,8,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1261","OC126","OC126.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",869812,30188,NA,NA,0.9665,0.0335,NA,0.1199,0.4322,0.2063,0.0821,37816,77926,64212,51216,NA,NA,NA,NA,51216,129142,NA,NA,64212,51216,102028,41490,50158,50158,NA,1,716892,8,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1271","OC127","OC127.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",771604,0,NA,NA,0.8573,0,NA,0.2059,0.1761,0.1246,0.1206,23864,64012,299178,94112,NA,NA,NA,NA,64012,158124,NA,NA,299178,94112,323042,49294,69768,69768,NA,0,281596,3,NA,NA,NA,NA,NA,128396,1,251038,NA,NA,"uncut"
"1281","OC128","OC128.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",826558,73442,NA,NA,0.9184,0.0816,NA,0.1513,0.2641,0.2408,0.1202,49318,104512,63064,89492,NA,NA,NA,NA,89492,194004,NA,NA,63064,89492,112382,103780,88860,88860,NA,1,775972,7,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
